commit	opponent	point_rate	search_score	lower_ci	games	complexity	status	description
probe	B4	0.643230	0.793650	0.642450	500000	100	discard	exp RA HD medium reconfirm batch-74
probe	B4	0.642530	0.793220	0.640770	200000	100	discard	exp RA HD dual reconfirm batch-74
probe	B4	0.641850	0.792870	0.640110	200000	100	discard	exp RB HD strip deck 0|2 batch-74
probe	B4	0.626050	0.776980	0.624310	200000	100	discard	exp RC HD strip deck==2 only batch-74
probe	B4	0.642410	0.793210	0.640670	200000	100	discard	exp RD HD ablate void batch-74
probe	B4	0.636780	0.789310	0.635040	200000	100	discard	exp RE HD strip deck<=1 batch-74
probe	B4	0.636070	0.788960	0.634330	200000	100	discard	exp RF CZ additive strip deck==2 batch-75
probe	B4	0.641570	0.791570	0.639830	200000	100	discard	exp RG HD strip opp==2 batch-75
probe	B4	0.636070	0.788960	0.634330	200000	100	discard	exp RH HD strip opp==1 deck>=1 batch-75
probe	B4	0.628510	0.779510	0.626770	200000	100	discard	exp RI HD pile opp<=4 batch-75
probe	B4	0.643480	0.793380	0.641740	500000	100	discard	exp RJ HD pair min+3 medium batch-75
probe	B4	0.62455	0.77623	0.62281	200000	100	discard	exp RK strip opp==1 only batch-76
probe	B4	0.59228	0.76010	0.59054	200000	100	discard	exp RL pile deck<=2 opp<=2 batch-76
probe	B4	0.63239	0.78725	0.63065	200000	100	discard	exp RM pair when hand>opp batch-76
probe	B4	0.62855	0.77823	0.62681	200000	100	discard	exp RN skip pile trump opp<=2 batch-76
probe	B4	0.63103	0.77947	0.62929	200000	100	discard	exp RO strip deck<=2 opp<=1 batch-76
probe	B4	0.63484	0.78858	0.6331	200000	100	discard	exp RP strip opp==2 only batch-77
probe	B4	0.60705	0.76748	0.60531	200000	100	discard	exp RQ pile deck<=2 opp<=3 batch-77
probe	B4	0.63200	0.78712	0.63026	200000	100	discard	exp RR pair when hand>=opp+2 batch-77
probe	B4	0.63607	0.78896	0.63433	200000	100	discard	exp RS void -10 pile opp<=3 batch-77
probe	B4	0.62003	0.77397	0.61829	200000	100	discard	exp RT pile trump opp>=4 batch-77
probe	B4	0.63143	0.77967	0.62969	200000	100	discard	exp RU pair deck>=4 CZ batch-78
probe	B4	0.57640	0.75216	0.57466	200000	100	discard	exp RV strip trump==1 deck==0 batch-78
probe	B4	0.63678	0.78931	0.63504	200000	100	discard	exp RW endgame pair deck<=1 batch-78
probe	B4	0.63753	0.78981	0.63579	500000	100	discard	exp RW endgame pair deck<=1 medium batch-78
probe	B4	0.63607	0.78896	0.63433	200000	100	discard	exp RX void -11/-4 asymmetric batch-78
probe	B4	0.63097	0.77944	0.62923	200000	100	discard	exp RY pile when hand>=3 batch-78
probe	B4	0.63607	0.78896	0.63433	200000	100	discard	exp SA endgame pair deck==0 CZ control batch-79
probe	B4	0.61784	0.77288	0.6161	200000	100	discard	exp SB endgame pair deck==1 only batch-79
probe	B4	0.63678	0.78931	0.63504	200000	100	discard	exp SC endgame pair deck<=1 RW batch-79
probe	B4	0.64253	0.79322	0.64079	200000	100	discard	exp SD endgame pair deck<=2 pair strip deck==0 batch-79
probe	B4	0.62605	0.77698	0.62431	200000	100	discard	exp SE endgame pair deck==2 only batch-79
probe	B4	0.64323	0.79365	0.64149	500000	100	discard	exp SD endgame pair deck<=2 medium batch-79
probe	B4	0.64253	0.79322	0.64079	200000	100	discard	exp SD endgame pair deck<=2 dual batch-79
probe	B4	0.64318	0.79358	0.64293	5000000	100	discard	exp SD endgame pair deck<=2 full batch-79
probe	B4	0.64318	0.79325	0.64144	200000	100	discard	exp SF SD+pair cap min+3 batch-80
probe	B4	0.64253	0.79322	0.64079	200000	100	discard	exp SG SD+void -10 pile opp<=3 batch-80
probe	B4	0.63384	0.78864	0.6321	200000	100	discard	exp SH SD+ablate strip batch-80
probe	B4	0.64224	0.79301	0.6405	200000	100	discard	exp SI SD+pile deck<=2 batch-80
probe	B4	0.63678	0.78931	0.63504	200000	100	discard	exp SJ SD+skip pair deck==2 batch-80
probe	B4	0.64348	0.79338	0.64174	500000	100	discard	exp SF SD+pair min+3 medium batch-80
probe	B4	0.64337	0.79335	0.64311	5000000	100	discard	exp SF SD+pair min+3 full batch-80
probe	B4	0.63830	0.79136	0.63656	200000	100	discard	exp SK SD+midgame pair-off batch-81
probe	B4	0.64241	0.79315	0.64067	200000	100	discard	exp SL SD+void bonus remove batch-81
probe	B4	0.64129	0.79249	0.63955	200000	100	discard	exp SM SD+pile pass hand==1 batch-81
probe	B4	0.62914	0.77853	0.6274	200000	100	discard	exp SN SD+endgame pair cap min+1 batch-81
probe	B4	0.58443	0.75617	0.58269	200000	100	discard	exp SO SD+ablate pile trump batch-81
probe	B4	0.64310	0.79358	0.64136	500000	100	discard	exp SL SD+void remove medium batch-81
probe	B4	0.64307	0.79352	0.64282	5000000	100	discard	exp SL SD+void remove full batch-81
probe	B4	0.63678	0.78931	0.63504	200000	100	discard	exp SP SD ablate deck==2 pair off batch-82
probe	B4	0.64253	0.79322	0.64079	200000	100	discard	exp SQ SD ablate deck==1 pair off batch-82
probe	B4	0.63830	0.79136	0.63656	200000	100	discard	exp SR SD ablate midgame pair off batch-82
probe	B4	0.63384	0.78864	0.6321	200000	100	discard	exp SS SD ablate strip off batch-82
probe	B4	0.58443	0.75617	0.58269	200000	100	discard	exp ST SD ablate pile trump off batch-82
probe	B4	0.63465	0.78986	0.63291	200000	100	discard	exp SU SD pair deck==2 only batch-82
probe	B4	0.64185	0.79287	0.64011	200000	100	discard	exp SV CZ+deck==2 pair additive batch-82
probe	B4	0.64251	0.79332	0.64077	500000	100	discard	exp SQ SD deck==1 pair off medium batch-82
probe	B4	0.64253	0.79322	0.64079	200000	100	discard	exp SX deck==2 pair hand>=4 batch-83
probe	B4	0.63678	0.78931	0.63504	200000	100	discard	exp SY deck==2 pair opp<=4 batch-83
probe	B4	0.64255	0.79323	0.64081	200000	100	discard	exp SZ deck==2 pair mnt<=6 batch-83
probe	B4	0.63678	0.78931	0.63504	200000	100	discard	exp TB deck==2 pair hand>=3 opp<=5 batch-83
probe	B4	0.64185	0.79287	0.64011	200000	100	discard	exp TA SV split blocks batch-83
probe	B4	0.64251	0.79332	0.64077	500000	100	discard	exp SW SV medium batch-83
probe	B4	0.64163	0.79253	0.63989	200000	100	discard	exp TC deck<=3 pair unified strip deck==0 batch-84
probe	B4	0.63830	0.79136	0.63656	200000	100	discard	exp TG SD midgame pair-off batch-84
probe	B4	0.63524	0.78835	0.6335	200000	100	discard	exp TD deck==3 pair additive batch-84
probe	B4	0.64253	0.79322	0.64079	200000	100	discard	exp TE deck 1|2 pair additive batch-84
probe	B4	0.64099	0.79223	0.63925	200000	100	discard	exp TF deck 2|3 pair additive batch-84
probe	B4	0.63678	0.78931	0.63504	200000	100	discard	exp TH SD deck==2 pair total<=10 batch-85
probe	B4	0.64253	0.79322	0.64079	200000	100	discard	exp TI SD deck==2 pair n_table==0 batch-85
probe	B4	0.64253	0.79322	0.64079	200000	100	discard	exp TJ SD deck==2 pair opp>=3 batch-85
probe	B4	0.64224	0.79301	0.6405	200000	100	discard	exp TK SD pile deck<=2 only batch-85
probe	B4	0.62043	0.77417	0.61869	200000	100	discard	exp TL SD strip trump>=2 deck==0 batch-85
probe	B4	0.64253	0.79322	0.64079	200000	100	discard	exp TM total gate total>10 only batch-86
probe	B4	0.63678	0.78931	0.63504	200000	100	discard	exp TN total gate total<=8 batch-86
probe	B4	0.63678	0.78931	0.63504	200000	100	discard	exp TO total gate total<=12 batch-86
probe	B4	0.64256	0.79324	0.64082	200000	100	discard	exp TP total gate total<=14 batch-86
probe	B4	0.64261	0.79329	0.64087	200000	100	discard	exp TQ total gate total<=16 batch-86
probe	B4	0.64337	0.79376	0.64163	500000	100	discard	exp TQ total<=16 medium batch-86
probe	B4	0.64332	0.79368	0.64307	5000000	100	discard	exp TQ total<=16 full batch-86
probe	B4	0.64256	0.79324	0.64082	200000	100	discard	exp TR total<=15 batch-87
probe	B4	0.64261	0.79329	0.64087	200000	100	discard	exp TS total<=17 batch-87
probe	B4	0.64257	0.79323	0.64083	200000	100	discard	exp TT total<=18 batch-87
probe	B4	0.64233	0.79308	0.64059	200000	100	discard	exp TU total<=16 pile deck<=2 batch-87
probe	B4	0.64261	0.79328	0.64087	200000	100	discard	exp TV TQ total<=16 dual batch-87
probe	B4	0.64337	0.79376	0.64163	500000	100	discard	exp TS total<=17 medium batch-87
probe	B4	0.64334	0.79373	0.6416	500000	100	discard	exp TR total<=15 medium batch-87
probe	B4	0.64337	0.79376	0.64163	500000	100	discard	exp TQ total<=16 medium batch-87
probe	B4	0.64328	0.79332	0.64154	200000	100	discard	exp TW TQ+pair min+3 batch-88
probe	B4	0.64250	0.79322	0.64076	200000	100	discard	exp TX TQ+void remove batch-88
probe	B4	0.64233	0.79308	0.64059	200000	100	discard	exp TY TQ+pile deck<=2 batch-88
probe	B4	0.63835	0.79141	0.63661	200000	100	discard	exp TZ TQ+midgame pair off batch-88
probe	B4	0.64261	0.79329	0.64087	200000	100	discard	exp UA TQ+total<=17 gate batch-88
probe	B4	0.64363	0.79348	0.64189	500000	100	discard	exp TW TQ+TW medium batch-88
probe	B4	0.64351	0.79345	0.64177	5000000	100	discard	exp TW full batch-88
probe	B4	0.64253	0.79322	0.64077	200000	100	discard	exp UB SD ablate TQ total gate off batch-89
probe	B4	0.63607	0.78896	0.63431	200000	100	discard	exp UC CZ ablate deck<=2 pair (SP ref) batch-89
probe	B4	0.64261	0.79329	0.64085	200000	100	discard	exp UD TQ deck==2 pair total 11-16 window batch-89
probe	B4	0.64261	0.79329	0.64085	200000	100	discard	exp UE TQ control midgame min+2 batch-89
probe	B4	0.64192	0.79294	0.64016	200000	100	discard	exp UF deck==2+total<=16 on CZ no deck==1 batch-89
probe	B4	0.64328	0.79332	0.64152	200000	100	discard	exp UG TW TQ+min+3 confirm batch-89
probe	B4	0.64337	0.79376	0.64163	500000	100	discard	exp UH TQ total<=16 medium reconfirm batch-89
probe	B4	0.63607	0.78896	0.63431	200000	100	discard	exp UI pass when only trump throw-ins deck>=4 batch-90
probe	B4	0.62690	0.77741	0.62514	200000	100	discard	exp UJ pass when throw-in is sole trump batch-90
probe	B4	0.63607	0.78896	0.63431	200000	100	discard	exp UK pile trump dump deck<=1 only batch-90
probe	B4	0.63607	0.78896	0.63431	200000	100	discard	exp UL open lowest trump when void nt==0 deck>=3 batch-90
probe	B4	0.63256	0.78679	0.63080	200000	100	discard	exp UM defense take when n_table>=5 batch-90
probe	B4	0.63578	0.78878	0.63402	200000	100	discard	exp UN pile throw-in highest non-trump junk batch-91
probe	B4	0.63607	0.78896	0.63431	200000	100	discard	exp UO defense same-suit cover tie-break batch-91
probe	B4	0.63592	0.78926	0.63416	200000	100	discard	exp UP open shed heavy-suit tie-break batch-91
probe	B4	0.63607	0.78896	0.63431	200000	100	discard	exp UQ void bonus open -10 pile -5 batch-91
probe	B4	0.61289	0.77040	0.61113	200000	100	discard	exp UR pile pass when throw-in rank > mnt+4 batch-91
probe	B4	0.62820	0.77806	0.62644	200000	100	discard	exp UX strip requires trumps>=2 batch-92
probe	B4	0.62690	0.77741	0.62514	200000	100	discard	exp UY pile trump requires trumps>=2 batch-92
probe	B4	0.62455	0.77623	0.62279	200000	100	discard	exp UZ strip only when opp==1 batch-92
probe	B4	0.61762	0.77277	0.61586	200000	100	discard	exp VA pile trump when hand>=4 cards batch-92
probe	B4	0.63596	0.78894	0.63420	200000	100	discard	exp VB midgame pair only deck>=6 batch-92
probe	B4	0.63607	0.78896	0.63431	200000	100	discard	exp VC pile trump opp<=3 batch-93
probe	B4	0.63607	0.78896	0.63431	200000	100	discard	exp VD pile trump opp<=4 batch-93
probe	B4	0.63607	0.78896	0.63431	200000	100	discard	exp VE pile trump opp<=6 batch-93
probe	B4	0.63607	0.78896	0.63431	200000	100	discard	exp VF pile trump opp<=7 batch-93
probe	B4	0.63578	0.78876	0.63402	200000	100	discard	exp VG pile trump opp<=5 deck<=2 batch-93
probe	B4	0.60718	0.76755	0.60542	200000	100	discard	exp VC pile trump opp<=3 batch-93
probe	B4	0.61906	0.77349	0.61730	200000	100	discard	exp VD pile trump opp<=4 batch-93
probe	B4	0.63487	0.78797	0.63311	200000	100	discard	exp VE pile trump opp<=6 batch-93
probe	B4	0.63490	0.78799	0.63314	200000	100	discard	exp VF pile trump opp<=7 batch-93
probe	B4	0.63578	0.78876	0.63402	200000	100	discard	exp VG pile trump deck<=2 opp<=5 batch-93
probe	B4	0.63607	0.78896	0.63431	200000	100	discard	exp VH pile throw-in rank-match table bonus batch-94
probe	B4	0.63607	0.78896	0.63431	200000	100	discard	exp VI open pair prefer table-matching rank batch-94
probe	B4	0.62386	0.77589	0.62210	200000	100	discard	exp VJ pile pass when n_table>=4 batch-94
probe	B4	0.63607	0.78896	0.63431	200000	100	discard	exp VK strip only when n_table==0 batch-94
probe	B4	0.63607	0.78896	0.63431	200000	100	discard	exp VL defense trump only vs trump attack batch-94
probe	B4	0.64261	0.79329	0.64085	200000	100	discard	exp VM TQ endgame integration quick batch-95
probe	B4	0.64337	0.79376	0.64161	500000	100	discard	exp VM TQ endgame integration medium batch-95
probe	B4	0.59993	0.76392	0.59817	200000	100	discard	exp VN pile pass n_table>=3 batch-95
probe	B4	0.63259	0.78714	0.63083	200000	100	discard	exp VO pile pass n_table>=5 batch-95
probe	B4	0.53013	0.72902	0.52837	200000	100	discard	exp VP pile pass n_table>=2 batch-95
probe	B4	0.64261	0.79329	0.64085	200000	100	discard	exp VQ TQ+pile rank-match bonus batch-96
probe	B4	0.64337	0.79376	0.64161	500000	100	discard	exp VQ TQ+pile rank-match bonus medium batch-96
probe	B4	0.62853	0.77822	0.62677	200000	100	discard	exp VR TQ+pile opp<=4 batch-96
probe	B4	0.64253	0.79328	0.64077	200000	100	discard	exp VS TQ+midgame pair deck>=6 batch-96
probe	B4	0.64325	0.79371	0.64149	500000	100	discard	exp VS TQ+midgame pair deck>=6 medium batch-96
probe	B4	0.63112	0.77952	0.62936	200000	100	discard	exp VT TQ+strip opp==1 batch-96
probe	B4	0.64261	0.79329	0.64085	200000	100	discard	exp VU TQ dual seed0 control batch-96
probe	B4	0.64261	0.79328	0.64085	200000	100	discard	exp VU TQ dual seed1 control batch-96
probe	B4	0.64247	0.79324	0.64071	200000	100	discard	exp VV TQ deck>=6 total<=15 batch-97
probe	B4	0.64323	0.79368	0.64147	500000	100	discard	exp VV TQ deck>=6 total<=15 medium batch-97
probe	B4	0.64253	0.79328	0.64077	200000	100	discard	exp VW TQ deck>=6 total<=17 batch-97
probe	B4	0.64325	0.79371	0.64149	500000	100	discard	exp VW TQ deck>=6 total<=17 medium batch-97
probe	B4	0.64247	0.79324	0.64071	200000	100	discard	exp VX TQ deck>=6 total<=14 batch-97
probe	B4	0.64323	0.79368	0.64147	500000	100	discard	exp VX TQ deck>=6 total<=14 medium batch-97
probe	B4	0.64253	0.79328	0.64077	200000	100	discard	exp VY TQ deck>=6 total<=16 control batch-97
probe	B4	0.64325	0.79371	0.64149	500000	100	discard	exp VY TQ deck>=6 total<=16 control medium batch-97
probe	B4	0.64261	0.79329	0.64085	200000	100	discard	exp VZ TQ total<=16 medium seed check batch-97
probe	B4	0.64337	0.79376	0.64161	500000	100	discard	exp VZ TQ total<=16 medium seed check medium batch-97
probe	B4	0.55759	0.74275	0.55583	200000	100	discard	exp WA defense rank cap +2 over attack batch-98
probe	B4	0.63607	0.78896	0.63431	200000	100	discard	exp WB attack prefer table-matching rank dump batch-98
probe	B4	0.63592	0.78926	0.63416	200000	100	discard	exp WC open shed light-suit tie-break batch-98
probe	B4	0.63607	0.78896	0.63431	200000	100	discard	exp WD pile void bonus -12 open -5 batch-98
probe	B4	0.02875	0.47833	0.02699	200000	100	discard	exp WE defense take when cover cost > atk+8 batch-98
probe	B4	0.63448	0.78838	0.63272	200000	100	discard	exp WF midgame pair cap min+1 batch-99
probe	B4	0.63360	0.78873	0.63184	200000	100	discard	exp WG endgame pair skip min+4 batch-99
probe	B4	0.61906	0.77349	0.61730	200000	100	discard	exp WH pile trump opp<=4 batch-99
probe	B4	0.62820	0.77806	0.62644	200000	100	discard	exp WI strip trumps>=2 opp<=2 batch-99
probe	B4	0.63607	0.78896	0.63431	200000	100	discard	exp WJ void open -6 pile -10 batch-99
probe	B4	0.63607	0.78896	0.63431	200000	100	discard	exp WL open trump hoard deck>2 +200 penalty batch-100
probe	B4	0.63604	0.78894	0.63428	200000	100	discard	exp WM void bonus only when deck<=4 batch-100
probe	B4	0.64261	0.79329	0.64085	200000	100	discard	exp WN TQ control quick batch-100
probe	B4	0.64337	0.79376	0.64161	500000	100	discard	exp WN TQ control quick medium batch-100
probe	B4	0.62204	0.77498	0.62028	200000	100	discard	exp WO TQ+pile trump deck<=1 only batch-100
probe	B4	0.64261	0.79329	0.64085	200000	100	discard	exp WP TQ+pile rank-match batch-100
probe	B4	0.64337	0.79376	0.64161	500000	100	discard	exp WP TQ+pile rank-match medium batch-100
probe	B4	0.63112	0.77952	0.62936	200000	100	discard	exp WQ TQ strip opp==1 only batch-101
probe	B4	0.64396	0.79451	0.64220	200000	100	discard	exp WR TQ pile hand>=opp batch-101
probe	B4	0.64480	0.79505	0.64304	500000	100	discard	exp WR TQ pile hand>=opp medium batch-101
probe	B4	0.60407	0.76599	0.60231	200000	100	discard	exp WS TQ skip throw-in n_table>=3 batch-101
probe	B4	0.64256	0.79324	0.64080	200000	100	discard	exp WT TQ total gate <=14 batch-101
probe	B4	0.64334	0.79373	0.64158	500000	100	discard	exp WT TQ total gate <=14 medium batch-101
probe	B4	0.64257	0.79323	0.64081	200000	100	discard	exp WU TQ total gate <=18 batch-101
probe	B4	0.64330	0.79369	0.64154	500000	100	discard	exp WU TQ total gate <=18 medium batch-101
f5bb135	B4	0.64489	0.79506	0.64464	10000000	100	keep	exp WR TQ pile hand>=opp batch-101 full
probe	B4	0.64261	0.79329	0.64085	200000	100	discard	exp WX ABLATE hand>=opp off (TQ pile) batch-102
probe	B4	0.64396	0.79451	0.64220	200000	100	discard	exp WY COMBO WR+rank-match pile batch-102
probe	B4	0.59579	0.76185	0.59403	200000	100	discard	exp WZ SWEEP hand>opp pile gate batch-102
probe	B4	0.59579	0.76185	0.59403	200000	100	discard	exp XA SWEEP hand>=opp+1 pile gate batch-102
probe	B4	0.64387	0.79450	0.64211	200000	100	discard	exp XB COMBO WR+deck>=6 midgame pair batch-102
probe	B4	0.64386	0.79444	0.64210	200000	100	discard	exp XC ABLATE total<=16 gate off batch-103
probe	B4	0.63518	0.78155	0.63342	200000	100	discard	exp XD ABLATE strip opp<=2 off batch-103
probe	B4	0.62957	0.77874	0.62781	200000	100	discard	exp XE COMBO WR+pile opp<=4 batch-103
probe	B4	0.64382	0.79443	0.64206	200000	100	discard	exp XF PIVOT pile deck<=2 only batch-103
probe	B4	0.64389	0.79447	0.64213	200000	100	discard	exp XG SWEEP total gate <=14 batch-104
probe	B4	0.64389	0.79447	0.64213	200000	100	discard	exp XH SWEEP total gate <=15 batch-104
probe	B4	0.64396	0.79451	0.64220	200000	100	discard	exp XI SWEEP total gate <=17 batch-104
probe	B4	0.63743	0.78267	0.63567	200000	100	discard	exp XJ ABLATE deck==0 pair only batch-104
probe	B4	0.64396	0.79451	0.64220	200000	100	discard	exp XK COMBO WR void pile -10 batch-104
probe	B4	0.64377	0.79440	0.64201	200000	100	discard	exp XL PIVOT pile opp<=6 batch-104
probe	B4	0.62204	0.77498	0.62028	200000	100	discard	exp XM PIVOT pile trump deck==0 only batch-105
probe	B4	0.64284	0.79343	0.64108	200000	100	discard	exp XN PIVOT midgame pair min+1 cap batch-105
probe	B4	0.64396	0.79451	0.64220	200000	100	discard	exp XO PIVOT pile void rank-aware batch-105
probe	B4	0.62204	0.77498	0.62028	200000	100	discard	exp XP PIVOT pile pass only-trump deck>0 batch-106
probe	B4	0.64396	0.79451	0.64220	200000	100	discard	exp XQ PIVOT open lowest-suit tie-break batch-106
probe	B4	0.64265	0.79359	0.64089	200000	100	discard	exp XR PIVOT endgame pair skip min+2 batch-106
probe	B4	0.62350	0.77571	0.62174	200000	100	discard	exp XS PIVOT ultra-endgame pass hand==1 deck==0 batch-107
probe	B4	0.64666	0.79598	0.64490	200000	100	discard	exp XT PIVOT defense rank-match cover -3 batch-107
probe	B4	0.64480	0.79505	0.64304	500000	100	discard	exp XT PIVOT defense rank-match cover -3 medium batch-107
probe	B4	0.64396	0.79451	0.64220	400000	100	discard	exp XU WR dual seed reconfirm batch-107
probe	B4	0.64594	0.79559	0.64418	200000	100	discard	exp XV SWEEP defense rank-match -2 batch-108
probe	B4	0.64585	0.79560	0.64409	200000	100	discard	exp XW SWEEP defense rank-match -4 batch-108
probe	B4	0.64300	0.79426	0.64124	200000	100	discard	exp XX SWEEP defense rank-match -6 batch-108
probe	B4	0.64396	0.79451	0.64220	200000	100	discard	exp XY PIVOT pass hand==2 opp==1 deck==0 batch-108
probe	B4	0.64637	0.79595	0.64461	500000	100	discard	exp XW defense rank-match -4 medium confirm batch-109
probe	B4	0.64396	0.79451	0.64220	200000	100	discard	exp XZ PIVOT open trump hoard deck>=4 trumps>=3 batch-109
probe	B4	0.64397	0.79451	0.64221	200000	100	discard	exp YA PIVOT pile void only hand>=opp batch-109
probe	B4	0.64585	0.79560	0.64409	400000	100	discard	exp YB COMBO WR+defense rank-match -4 dual batch-110
probe	B4	0.64637	0.79595	0.64461	500000	100	discard	exp YB COMBO WR+defense rank-match -4 dual medium batch-110
probe	B4	0.63245	0.78018	0.63069	200000	100	discard	exp YC PIVOT strip opp==1 only on WR batch-110
probe	B4	0.64410	0.79458	0.64234	200000	100	discard	exp YD PIVOT midgame pair only hand>=opp on WR batch-110
probe	B4	0.63091	0.77941	0.62915	200000	100	discard	exp YE PIVOT pass throw-in n_table>=4 on WR batch-111
probe	B4	0.64390	0.79445	0.64214	200000	100	discard	exp YF PIVOT endgame pair total<=18 on WR batch-111
probe	B4	0.58440	0.75616	0.58264	200000	100	discard	exp YG ABLATE pile trump dump off batch-112
probe	B4	0.63980	0.78386	0.63804	200000	100	discard	exp YH ABLATE midgame pair path off batch-112
probe	B4	0.64382	0.79443	0.64206	200000	100	discard	exp YI ABLATE void penalty off batch-112
probe	B4	0.63743	0.78267	0.63567	200000	100	discard	exp YJ ABLATE deck<=2 pair (CZ deck==0 only) batch-112
probe	B4	0.63518	0.78155	0.63342	200000	100	discard	exp YK ABLATE strip opp<=2 off batch-112
probe	B4	0.64396	0.79451	0.64220	400000	100	discard	exp YP WR dual seed reconfirm batch-113
probe	B4	0.64379	0.79479	0.64203	200000	100	discard	exp YL PIVOT open shortest-suit dump tie-break batch-113
probe	B4	0.64396	0.79451	0.64220	200000	100	discard	exp YM PIVOT pile rank hand-depth bonus batch-113
probe	B4	0.64396	0.79451	0.64220	200000	100	discard	exp YN PIVOT defense tight-beat overkill penalty batch-113
probe	B4	0.64396	0.79451	0.64220	200000	100	discard	exp YO PIVOT open pass deck==0 opp==1 hand==2 batch-113
f5bb135	B3vsB2	0.50000	0.79506	0.50000	10000000	100	keep	WR post-plateau memory ablation batch-114
probe	B4	0.645940	0.795520	0.644180	200000	100	discard	exp ZA: defense keep non-trump pairs (jun25 b1 quick)
probe	B4	0.647010	0.796350	0.645270	200000	100	discard	exp ZB: defense reuse table rank -4 (jun25 b1 quick)
probe	B4	0.648390	0.797030	0.646650	1000000	100	discard	exp ZC: defense pair-keep + rank-reuse combo (jun25 b1 medium)
probe	B4	0.648740	0.798350	0.647000	1000000	100	discard	exp ZI: ZC + high-trump take rank>=7 deck>=6 (jun25 b1 medium)
probe	B4	0.648890	0.799240	0.647150	1000000	100	discard	exp ZK: ZC + take rank>=6 deck>=5 (jun25 b1 medium)
probe	B4	0.649520	0.800400	0.647780	200000	100	discard	exp ZM: ZC + take rank>=5 deck>=5 (jun25 b1 quick)
probe	B4	0.647820	0.800150	0.646080	1000000	100	discard	exp ZN: ZC + take rank>=4 deck>=5 (jun25 b1 medium)
ab2d08c	B4	0.648050	0.800250	0.647790	10000000	100	keep	exp ZN: defense shape-aware + high-trump conservation take (jun25 b1 full)
ab2d08c	B1	0.970460	0.800250	0.970360	10000000	100	keep	exp ZN: B1 ladder rung (jun25 b1 full)
ab2d08c	B0	0.975440	0.800250	0.975350	10000000	100	keep	exp ZN: B0 ladder rung (jun25 b1 full)
ab2d08c	B3vsB2	0.499200	0.800250	0.499130	10000000	100	keep	exp ZN memory ablation: defense shape uses no memory (jun25 b1)
probe	B4	0.683040	0.820010	0.681210	200000	100	discard	exp ZU: high-trump take widen n_table<=4 (jun25 b2 quick)
probe	B4	0.683350	0.820330	0.681520	200000	100	discard	exp ZV: take no n_table cap rank>=4 deck>=5 (jun25 b2 quick)
probe	B4	0.688000	0.823600	0.686160	200000	100	discard	exp ZW: take no cap rank>=3 deck>=5 PEAK (jun25 b2 quick)
probe	B4	0.686480	0.823610	0.684620	200000	100	discard	exp ZX: take rank>=2 flat-search higher-loss (jun25 b2 quick)
probe	B4	0.675580	0.817350	0.673710	200000	100	discard	exp ZY: take rank>=3 deck>=4 regress (jun25 b2 quick)
probe	B4	0.687400	0.822980	0.685560	200000	100	discard	exp ZZ: take rank>=3 deck>=6 slightly worse (jun25 b2 quick)
probe	B4	0.684910	0.821790	0.684080	1000000	100	discard	exp ZW: rank>=3 deck>=5 no-cap medium confirm (jun25 b2)
310bc72	B4	0.684940	0.821760	0.684680	10000000	100	keep	exp ZW: high-trump conservation take widened rank>=3 deck>=5 any pile (jun25 b2 full)
310bc72	B1	0.972600	0.821760	0.972500	10000000	100	keep	exp ZW: B1 ladder rung (jun25 b2 full)
310bc72	B0	0.987570	0.821760	0.987500	10000000	100	keep	exp ZW: B0 ladder rung (jun25 b2 full)
310bc72	B3vsB2	0.499150	0.821760	0.499070	10000000	100	keep	exp ZW memory ablation: conservation take uses no memory (jun25 b2)
